"title","description"
"Tecnología ferrosa II","El acero, un material en constante evolución, ha sido el más destacado de todos los materiales, ya que puede ofrecer una amplia gama de propiedades que pueden satisfacer requisitos en constante cambio. En este curso, exploramos cuestiones fundamentales y técnicas relacionadas con los aceros, incluida la fabricación de hierro y acero, la microestructura y la transformación de fases, y sus propiedades y aplicaciones."
"Técnicas de mejora de la motivación: Cómo trabajar con pacientes con trastornos por consumo de opioides y sustancias o con alto riesgo de consumo Curso complementario de capacitación sobre exención de MAT","TRABAJAR CON PACIENTES CON TRASTORNOS POR CONSUMO DE SUSTANCIAS O DE ALTO RIESGO Esta oportunidad de curso opcional en línea es posible gracias a una asociación conjunta con la Facultad de Medicina (UVASOM) y Enfermería (SON) de la Universidad de Virginia y la Academia Estadounidense de Psiquiatría de Adicciones (AAAP), patrocinadora de DATA 2000. Este contenido fue creado por la AAAP y se ha utilizado con permiso. El curso consta de una sesión de 1 hora para proveedores de atención médica que desean mejorar su eficacia en el tratamiento de pacientes de alto riesgo o con trastorno por consumo de sustancias. La entrevista motivacional ha sido bastante eficaz no solo para tratar a estos clientes, sino también a muchos otros clientes con otras enfermedades crónicas. Este seminario web analizará las técnicas de mejora de la motivación para ayudar a los médicos a tratar a pacientes con trastornos por consumo de sustancias opioides. La sesión incluye una autoevaluación previa y posterior y una sesión de audio grabada. Después de completar todos los componentes, se indicará a los alumnos que completen una evaluación para recibir el crédito. Tiempo estimado para completar esta actividad: 1,0 horas Fecha de lanzamiento: 1 de marzo de 2020 Fechas de la subvención de la UVA: 30/09/2019 ÔøΩ 29/09/2022 La financiación de esta iniciativa fue posible gracias a una subvención de SAMHSA. Las opiniones expresadas en los materiales o publicaciones de la conferencia por escrito y por los oradores y moderadores no reflejan necesariamente las políticas oficiales del Departamento de Salud y Servicios Humanos. Tampoco la mención de nombres comerciales, prácticas comerciales u organizaciones implica el respaldo del gobierno de los EE. UU."
"Gestión responsable: practicando la sostenibilidad","https://www.coursera.org/learn/responsible-management"
"El cambiante paisaje de la antigua Roma. Arqueología e historia del monte Palatino","El estudio de las ciudades antiguas, medievales o modernas, consiste básicamente en contar historias urbanas locales basadas en la reconstrucción de paisajes cambiantes a lo largo de los siglos. Dada la naturaleza fragmentaria de la evidencia arqueológica, es necesario crear nuevas imágenes que devuelvan el aspecto físico del paisaje urbano y lo devuelvan a la vida. No nos contentamos con analizar los numerosos elementos todavía visibles de la ciudad antigua. Las conexiones entre objetos y arquitecturas, edificios visibles y no visibles, que se han roto a lo largo del tiempo, deben volver a unirse para reconocer los elementos que componen el paisaje urbano. El paisaje y su contenido son una parte muy relevante y todavía vital de cualquier patrimonio cultural nacional. El curso introducirá a los estudiantes en la forma en que hemos estado reflexionando durante los últimos veinte años y aún estamos comprometidos con el estudio del pasado de nuestras ciudades, comenzando por el caso más complejo del mundo mediterráneo antiguo: el núcleo de Italia y del Imperio Romano. Por otro lado, el conocimiento también significa preservación y defensa de los restos materiales y la memoria cultural. ÔøΩEl paisaje cambiante de la antigua Roma. Arqueología e Historia del Palatino: presenta al gran público el trazado topográfico de la parte más importante de la ciudad (según los historiadores griegos y romanos Roma fue fundada en el Palatino). Las investigaciones desarrolladas en el Palatino desde finales del siglo pasado por el equipo de Arqueólogos Clásicos de Sapienza han abierto una nueva fase en la investigación arqueológica urbana y en el debate científico sobre la relación entre los elementos arqueológicos y la tradición literaria, así como sobre el ÔøΩuso correctoÔøΩ de ambos tipos de evidencias, cuestiones clave de gran importancia arqueológica e histórica."
"Migraciones internacionales: un problema global","SOBRE EL CURSO MOOC: MIGRACIONES INTERNACIONALES: UN PROBLEMA GLOBAL Catherine Wihtol De Wenden - CERI CNRS/SciencesPo SOBRE EL CURSO El mundo se mueve, pero no todas las opiniones y gobiernos están dispuestos a aceptar esta realidad poco entendida. El problema afecta tanto a los Estados como al planeta, en un proceso de globalización y regionalización de las migraciones, y plantea nuevas preguntas para las relaciones internacionales, ahora incluyendo al Sur. Este curso tiene como objetivo mejorar el conocimiento del tema, abordar los problemas clave que plantea la migración internacional y evaluar las tendencias del mañana. FORMATO El MOOC dura 7 semanas y se centra en varios temas relacionados con la migración. Hace uso de varios tipos de documentos, como mapas, artículos de noticias y artículos científicos. El texto está en inglés y los videos están en francés con subtítulos en inglés. PROFESORES Catherine Wihtol de Wenden es directora de investigación en el CNRS (CERI) y enseña en Sciences-Po. Ha sido consultora de numerosas organizaciones internacionales, en particular del Consejo de Europa y de la Oficina del Alto Comisionado para los Refugiados. De 2002 a 2008 dirigió el grupo de investigación ""Migración"" de la Asociación Sociológica Internacional. Autora de una veintena de libros y habiendo realizado numerosas investigaciones de campo, también imparte clases en la Universidad La Sapienza de Roma. ESQUEMA DEL CURSO Sesión 1: Globalización de la migración Sesión 2: Refugiados y desplazados ambientales Sesión 3: Europa Sesión 4: Francia y los flujos migratorios internacionales Sesión 5: Ciudadanía y migración Sesión 6: Fronteras Sesión 7: Derecho a la movilidad y gobernanza global"
"Chino mandarín 3: chino para principiantes","Chino mandarín 3: chino para principiantes es un curso de chino mandarín para principiantes que es la continuación de Chino mandarín 2: chino para principiantes. Utiliza conferencias, obras breves, ejercicios interactivos y consejos culturales para ayudar a los estudiantes a desarrollar una capacidad fundamental de expresión oral en chino en situaciones de la vida real. Al final del curso de 5 lecciones, los estudiantes alcanzarán el siguiente nivel de competencia: ? 500 palabras ? 60 puntos lingüísticos ? manejo de 15 situaciones de la vida real. El requisito previo es haber completado ""Aprender chino mandarín 2: chino para principiantes"" o haber asistido a cursos de chino de cualquier tipo durante al menos 30 horas."
"Blockchain al servicio del que toma decisiones","Este nanoMOOC es una introducción al próximo curso completo ""Blockchain para el tomador de decisiones"", ofrecido por EIT Digital y la Universidad de Tecnología y Economía de Budapest. Aprenderá: - el concepto de registros distribuidos y cómo las ""cadenas de bloques"" pueden proporcionarlos - la diferencia entre redes públicas (como Bitcoin) y redes consorciales diseñadas a medida para consorcios y necesidades comerciales específicas - las propuestas de valor clave de las cadenas de bloques para las empresas y una vista panorámica de los patrones de casos de uso - el hecho de que la ""blockchainización"" consciente y gradual puede ayudarlo a evitar interrupciones innecesarias y administrar el riesgo - las soluciones llave en mano en las nubes líderes permiten la integración empresarial y la introducción rápida ¡Después de completarlo, permanezca atento al curso completo, completo con análisis de ""problema - oportunidad - aplicación"" y mucho más!"
"Los sistemas operativos y usted: Cómo convertirse en un usuario avanzado","En este curso, mediante una combinación de videoconferencias, demostraciones y práctica, aprenderá sobre los componentes principales de un sistema operativo y cómo realizar tareas críticas como administrar software y usuarios y configurar hardware. Al finalizar este curso, podrá: ? navegar por los sistemas de archivos de Windows y Linux utilizando una interfaz gráfica de usuario y un intérprete de línea de comandos ? configurar usuarios, grupos y permisos para el acceso a cuentas ? instalar, configurar y eliminar software en los sistemas operativos Windows y Linux ? configurar particiones de disco y sistemas de archivos ? comprender cómo funcionan los procesos del sistema y cómo administrarlos ? trabajar con registros del sistema y herramientas de conexión remota ? utilizar el conocimiento del sistema operativo para solucionar problemas comunes en un rol de Especialista en soporte de TI"
"Implementación del juego del ahorcado usando los conceptos básicos de Python 3","En este curso de 1 hora de duración basado en proyectos, aprenderá a obtener información del usuario y luego mostrarla en una línea separada y usar diferentes tipos de datos para almacenar las variables en ellas. También podrá usar las condiciones if para permitir que el programa tome decisiones sobre si el jugador adivinó un personaje correcto o no y realizar un seguimiento de que la cantidad de turnos no sea cero. Además, podrá implementar el tipo definido de bucles, que se utilizarán para continuar el juego. Al final del proyecto, conocerá e implementará funciones recursivas, que ayudarán a tener un juego más fácil de usar. Nota: Este curso funciona mejor para los estudiantes que se encuentran en la región de América del Norte. Actualmente estamos trabajando para brindar la misma experiencia en otras regiones."
"Introducción a JavaScript","En este curso de nivel inicial, descubrirá cómo encaja JavaScript en el mundo del desarrollo web. A través de ejercicios prácticos, utilizará el editor de texto Notepad++ para incrustar código JavaScript en un documento HTML existente. A medida que codifica un programa JavaScript simple para brindar interacción con el usuario, aprenderá a reconocer y aplicar reglas de sintaxis y estándares de codificación asociados con JavaScript. La actividad final del curso le permitirá mover su código JavaScript a un archivo externo para que pueda comparar JavaScript en línea y externo. Nota: Este curso funciona mejor para los estudiantes que se encuentran en la región de América del Norte. Actualmente, estamos trabajando para brindar la misma experiencia en otras regiones."
"Cree una aplicación web de ciencia de datos con Streamlit y Python","Bienvenido a este proyecto práctico para crear su primera aplicación web de ciencia de datos con la biblioteca Streamlit en Python. Al finalizar este proyecto, podrá utilizar Python y Streamlit con comodidad para crear aplicaciones web atractivas e interactivas sin tener experiencia en desarrollo web. ¡Cargaremos, exploraremos, visualizaremos e interactuaremos con datos y generaremos paneles de control en menos de 100 líneas de código Python! Se recomienda tener experiencia previa en la escritura de scripts simples de Python y en el uso de pandas para la manipulación de datos. Nota: Este curso funciona mejor para los alumnos que se encuentran en la región de América del Norte. Actualmente, estamos trabajando para brindar la misma experiencia en otras regiones."
"Prueba y depuración de Python","Si ha visto alguna de las noticias últimamente, no es difícil imaginar por qué los errores de software le cuestan a la economía miles de millones de dólares por año, además de costar vidas. La capacidad de probar su código (y el código de otros) es probablemente una de las habilidades más importantes que debe conocer como desarrollador. Saber cómo rastrear y corregir errores también es fundamental. Probar puede significar agregar declaraciones de impresión a los datos de salida en ciertos puntos de un programa para verificarlos visualmente. Probar también puede implicar desarrollar programas separados para probar la funcionalidad del código en sí. En este curso, creará una aplicación Python que implementa un nuevo algoritmo de ordenamiento. También creará una prueba para ordenar el algoritmo y usará la depuración para encontrar errores en el código. Nota: Este curso funciona mejor para los estudiantes que se encuentran en la región de América del Norte. Actualmente estamos trabajando para brindar la misma experiencia en otras regiones."
"Juegos sin azar: teoría de juegos combinatorios","Este curso cubrirá la teoría matemática y el análisis de juegos simples sin movimientos aleatorios."
"Construir una base de datos a partir de un modelo relacional","En este curso, interpretará los componentes de un modelo de datos relacional, convertirá ese modelo en una base de datos relacional y, luego, probará el diseño de la base de datos. El proceso de diseño de la base de datos comienza con el análisis de requisitos para determinar quién utilizará la nueva base de datos y cómo se utilizará. Los resultados del análisis detallado se registran en un diagrama de relación entre entidades (ERD), que documenta las entidades y sus atributos, junto con las relaciones entre las entidades. Luego, el ERD (diseño lógico) se convierte en el modelo relacional, que sirve como modelo para la creación real de una base de datos en un sistema de administración de bases de datos. Al finalizar este curso, habrá utilizado un modelo (un modelo relacional) para crear una base de datos mediante SQLiteStudio. Además, habrá desarrollado datos de prueba y consultas para validar el diseño de la base de datos representado por el modelo relacional. Nota: Este curso funciona mejor para los alumnos que se encuentran en la región de América del Norte. Actualmente, estamos trabajando para brindar la misma experiencia en otras regiones."
"Diseño de aplicaciones con uso intensivo de datos","Bienvenidos al curso de especialización en Diseño de aplicaciones intensivas en datos. Este curso se realizará en cuatro semanas, estará apoyado con videos y ejercicios. Al finalizar esta especialización, los alumnos serán capaces de proponer, diseñar, justificar y desarrollar sistemas de información de alta confiabilidad de acuerdo al tipo de datos y volumen de información, tiempos de respuesta, tipo de procesamiento y consultas con el fin de soportar escalabilidad, mantenibilidad, seguridad y confiabilidad considerando las últimas tecnologías de la información. Software para descargar: MySQL Workbench Rapidminer Hadoop framework Hortonworks MongoDB En caso de contar con un sistema operativo Mac / IOS es necesario realizar una acción llamada VirtualBox."
"Mejore el aprendizaje de los estudiantes a través de Kahoot","Al finalizar este proyecto, habrá creado una colección de Kahoot que atraerá a sus estudiantes durante el aprendizaje virtual o como una forma más atractiva de fomentar la práctica y la revisión en casa o en el aula. La enseñanza evoluciona constantemente. A medida que aprendemos más sobre nuestros estudiantes, descubrimos nuevas formas de garantizar que no solo estén aprendiendo, sino que estén prosperando. Cuando podemos conectar a nuestros estudiantes expertos en tecnología con el aprendizaje conectado a la tecnología, es más probable que disfruten del aprendizaje. También podemos alentarlos a convertirse en aprendices de por vida al conectarlos con las muchas herramientas y recursos que están disponibles a su alcance en línea. Una vez que se sienta seguro con el uso de Kahoot y tenga una amplia gama de Kahoots en su colección, ¡descubrirá que Kahoot se puede usar de muchas maneras! Puede usar Kahoot para evaluación formativa, evaluación sumativa, revisión o como una divertida adición a un día temático. Las oportunidades son infinitas. Kahoot permite a los maestros crear juegos de aprendizaje atractivos o cuestionarios de trivia sobre cualquier tema y en cualquier idioma. Es una herramienta excelente para el aprendizaje en el aula, el aprendizaje a distancia y para que los padres participen del aprendizaje de sus hijos en casa."
"Mercado y competencia en la estrategia de precios","Si no ha considerado lo que cobra la competencia, es posible que no esté maximizando sus ingresos. Dedique tiempo a analizar el mercado y podrá influir en los precios y mejorar los márgenes. En este curso, le mostraremos cómo implementar precios competitivos y evitar los problemas legales más comunes de los precios basados en el mercado. También aprenderá a predecir, influir y responder a los movimientos de precios de los competidores. Desarrollado en la Darden School of Business de la Universidad de Virginia y dirigido por profesores de primer nivel de Darden y expertos en precios globales de Boston Consulting Group, este curso proporciona una comprensión profunda de los precios basados en el mercado y cómo utilizarlos para captar más ingresos."
"Reformas constitucionales en Rusia","El curso, preparado por uno de los mejores expertos rusos en derecho constitucional, se centrará en las dimensiones políticas, económicas y culturales del sistema constitucional ruso. Se analizarán los antecedentes históricos de las reformas constitucionales y los avances actuales, basándose en ejemplos concretos de estos avances. El curso observará las particularidades del sistema constitucional ruso en comparación con otros sistemas constitucionales y profundizará en las características clave de la constitución rusa. Desde la adopción de la actual constitución rusa de 1993, este sistema constitucional ha experimentado una gran evolución. El curso ayudará a comprender qué ideas y conceptos se encuentran detrás de la política rusa, tanto interna como internacional, qué principios se encuentran en la base del marco legal de la vida cultural, política y económica de la sociedad rusa. Los extranjeros y los rusos ven el sistema constitucional ruso en el ""espejo distorsionador"" de los medios de comunicación."
"Gestión de cambios al migrar a Google Cloud","La migración a la nube genera numerosas oportunidades para comenzar a trabajar de una manera nueva y permite a los empleados colaborar e innovar mejor. Pero también es un gran cambio. A veces, el éxito del cambio no depende del cambio en sí, sino de cómo se gestiona. Este curso ayudará a los gerentes de personal a comprender algunos de los desafíos clave asociados con la adopción de la nube y les brindará un marco verificado en el campo que los ayudará a respaldar a sus equipos en el proceso de cambio. Al abordar el factor humano de la migración a la nube, las organizaciones aumentan sus posibilidades de alcanzar los objetivos comerciales e invertir en su talento futuro."
"Diseño de cuestionarios para encuestas sociales","Este curso cubrirá los elementos básicos del diseño y evaluación de cuestionarios. Revisaremos el proceso de respuesta a preguntas, los desafíos y las opciones para hacer preguntas sobre frecuencias de comportamiento, técnicas prácticas para evaluar preguntas, características específicas de los cuestionarios y revisaremos los métodos de entrevistas estandarizadas y conversacionales."
"Branding y experiencia del cliente","Ya sea que los estudiantes provengan de un contexto o perspectiva de Branding o de Experiencia del Cliente, este curso explorará las sinergias entre los dos conjuntos de actividades y la intersección de estos. Si bien existen diferentes enfoques para definir una estrategia de marca, la implementación de un proyecto de marca impacta a muchos departamentos y sus actividades de cara al cliente. En este sentido, es esencial comprender los esfuerzos de marca en el contexto de la Experiencia del Cliente. En este curso, utilizaremos un marco, adaptado de Customer Journey Mapping, para enfocar y organizar el pensamiento de los estudiantes sobre las implicaciones operativas de sus proyectos de marca. A través del marco, derivaremos un lenguaje operativo para alinear actividades y medir los impactos en múltiples departamentos y los puntos de contacto con el cliente que administran."
"Finanzas Corporativas II: Financiación de Inversiones y Gestión de Riesgos","En este curso aprenderá cómo las empresas deciden cuánta deuda asumir y si captar capital en los mercados o en los bancos. También aprenderá a medir y gestionar el riesgo crediticio y a lidiar con dificultades financieras. Analizará la mecánica de los dividendos y las recompras de acciones, y cómo elegir la mejor manera de devolver efectivo a los inversores. También aprenderá a utilizar derivados y la gestión de la liquidez para compensar fuentes específicas de riesgo financiero, incluidos los riesgos cambiarios. Por último, aprenderá cómo las empresas financian las decisiones de fusión y adquisición, incluidas las compras apalancadas, y cómo incorporar grandes cambios en el apalancamiento en los modelos de valoración estándar. Al completar con éxito este curso, usted podrá: ÔøΩ\tComprender cómo las empresas toman decisiones de financiación, pago y gestión de riesgos que crean valor ÔøΩ\tMedir los efectos del apalancamiento en la rentabilidad, el riesgo y la valoración ÔøΩ\tGestionar el riesgo crediticio y las dificultades financieras utilizando las herramientas financieras adecuadas ÔøΩ\tComprender los vínculos entre las políticas de pago y el rendimiento de la empresa ÔøΩ\tUtilizar derivados y la gestión de la liquidez para compensar los riesgos financieros ÔøΩ\tElegir un paquete de financiación adecuado para una operación de fusión y adquisición o de compra apalancada Este curso es parte del iMBA ofrecido por la Universidad de Illinois, un MBA en línea flexible y totalmente acreditado a un precio increíblemente competitivo. Para obtener más información, consulte la página de Recursos de este curso y onlinemba.illinois.edu."
"Ciudades compartidas: gobernanza y sostenibilidad urbana","¡La economía colaborativa está en auge! Pero, ¿cuáles son sus impactos en las ciudades y la sostenibilidad? Este curso conecta la economía colaborativa, las ciudades, la gobernanza y la sostenibilidad urbana para brindar conocimientos y perspectivas únicos sobre las ciudades colaborativas. Utilizamos una diversidad de ejemplos destacados de la economía colaborativa emergente en las ciudades para darle vida a este curso. La economía colaborativa puede contribuir a la sostenibilidad social, ambiental y económica, y las ciudades colaborativas pueden generar nuevas oportunidades y resolver desafíos urbanos al facilitar y aplicar la economía colaborativa en contextos urbanos. Pero es imperativo que la economía colaborativa esté diseñada y moldeada para promover la sostenibilidad urbana. Este curso fue creado por Sharing Cities Sweden, que es un programa nacional para la economía colaborativa en las ciudades de Suecia. Su objetivo es poner a Suecia en el mapa como un país que trabaja de manera activa y crítica con las ciudades colaborativas. Reúne a pensadores y profesionales líderes del gobierno, las empresas, la academia y la sociedad civil. Sharing Cities Sweden está desarrollando bancos de pruebas líderes a nivel mundial para la economía colaborativa en Estocolmo, Gotemburgo, Malmö y Umeå, y coordinando un nodo nacional para mejorar significativamente la cooperación nacional e internacional en materia de ciudades colaborativas. El objetivo subyacente es crear ciudades y áreas urbanas sostenibles, resilientes y prósperas. Este curso abarca una diversidad de conocimientos y experiencias para presentar y explorar las ciudades colaborativas desde una perspectiva holística con ejemplos de Suecia, Europa y el resto del mundo. En este curso, combinamos una mezcla de películas y lecturas concisas sobre ciudades colaborativas con foros interactivos y tareas prácticas para crear una comunidad de aprendizaje en línea."
"Piénsalo de nuevo III: Cómo razonar inductivamente","¿Quieres resolver un misterio de asesinato? ¿Qué causó que tu computadora fallara? ¿En quién puedes confiar en tu vida diaria? En este curso, aprenderás a analizar y evaluar cinco formas comunes de argumentos inductivos: generalizaciones a partir de muestras, aplicaciones de generalizaciones, inferencia a la mejor explicación, argumentos por analogía y razonamiento causal. El curso concluye mostrando cómo puedes usar la probabilidad para ayudar a tomar decisiones de todo tipo. Lecturas sugeridas Los estudiantes que quieran explicaciones más detalladas o ejercicios adicionales o que quieran explorar estos temas con más profundidad deben consultar Understanding Arguments: An Introduction to Informal Logic, Ninth Edition, Concise, Chapters 8-12, de Walter Sinnott-Armstrong y Robert Fogelin. Formato del curso Cada semana se dividirá en múltiples segmentos de video que se pueden ver por separado o en grupos. Habrá exámenes breves sin calificación después de cada segmento (para verificar la comprensión) y un examen calificado más largo al final del curso."
"Introducción al análisis de personas","Este curso está diseñado para brindarle una comprensión del papel de los datos y la tecnología en la gestión del capital humano. Cada tema del curso se cubrirá de la manera más práctica para que los estudiantes adquieran experiencia práctica. En el curso, utilizamos el principio de las 4 T: tarea, teoría, técnica y tecnología, de modo que siempre haya una conexión con los objetivos de desempeño organizacional, una descripción general de las teorías y los principios subyacentes y herramientas específicas que ayudan a lograr los objetivos comerciales. Aprenderá: ¿Qué combinación de datos, tecnologías y herramientas se pueden utilizar en los procesos de gestión de personas para mejorar el rendimiento de la organización? ¿Cómo utilizar algunas de estas herramientas y cómo seleccionar las que se adapten a sus objetivos y presupuesto? ¿Cómo diseñar planes de desarrollo individuales y de equipo y medir su ROI para la organización? ¿Cómo determinar las cualidades que llevan a los empleados a su mejor rendimiento para saber qué fomentar en los empleados actuales y buscar en los nuevos? ¿Cómo identificar los canales adecuados para reclutar a sus empleados o miembros del equipo? ¿Qué combinación de herramientas de motivación monetarias y no monetarias funciona mejor para su organización? ¿Cómo predecir qué personas se irán en el futuro cercano y cómo asegurarse de que algunas de ellas se queden? ¿Cómo medir el compromiso y hacer que una cultura organizacional sólida mejore el rendimiento?"
"Creación de aplicaciones web en PHP","En este curso, explorará la estructura básica de una aplicación web y cómo interactúa un navegador web con un servidor web. Se le presentará el ciclo de solicitud/respuesta, incluidos GET/POST/Redirect. También obtendrá una comprensión introductoria del lenguaje de marcado de hipertexto (HTML), así como la sintaxis básica y las estructuras de datos del lenguaje PHP, las variables, la lógica, la iteración, las matrices, el manejo de errores y las variables superglobales, entre otros elementos. Una introducción a las hojas de estilo en cascada (CSS) le permitirá aplicar estilo al marcado de páginas web. Por último, adquirirá las habilidades y el conocimiento para instalar y utilizar un entorno PHP/MySQL integrado como XAMPP o MAMP."
"Habilidades de previsión: ver el futuro antes de que suceda","Para muchas personas, el futuro es una sorpresa o incluso un shock. Pero si posee una sólida capacidad de previsión, USTED puede evitarlo. Puede adaptarse más rápidamente y estar mejor preparado para beneficiarse del cambio. En este curso, desarrollará sus habilidades de previsión del futuro. Aprenderá a convertir grupos de ""señales"" (pistas sobre el futuro) e ""impulsores"" (fuerzas globales que influyen en la dirección del cambio) en pronósticos futuros convincentes. Los pronósticos lo ayudan a descubrir nuevas posibilidades y oportunidades para usted, su empresa o cualquier comunidad a la que desee inspirar para crear un futuro mejor. También aprenderá a escribir escenarios futuros. Los escenarios llevan los pronósticos un paso más allá. Estimulan la imaginación y cuentan una historia sobre lo que podría suceder si un pronóstico se hace realidad. Los escenarios lo ayudan a evaluar: ¿Es este un futuro para el que estoy preparado? ¿Es este un futuro que quiero? Los principales futuristas del Institute for the Future le mostrarán exactamente cómo se hace. Ellos compartirán contigo los pronósticos y escenarios que más les entusiasman en este momento y te explicarán los pasos clave que dieron para crearlos. ¡Luego, será tu turno! Crearás un pronóstico y un escenario sobre cualquier tema futuro que elijas. ¿Cómo te beneficiarás de tomar este curso? Con sólidas habilidades de pronóstico, mejorarás en ver el futuro antes de que suceda. Estarás listo para considerar posibilidades que otros nunca ven venir o se niegan a aceptar. Podrás ayudar a otros a prepararse y adaptarse al futuro. Puedes decidir qué futuros quieres hacer más probables y cuáles quieres prevenir. Muchas gracias a la Fundación Enlight y a Enlight Collaborative, que proporcionaron una subvención para apoyar la creación de este curso."
"Fundamentos de la ciencia de datos: agrupamiento de K-Means en Python","Organizaciones de todo el mundo están utilizando datos para predecir comportamientos y extraer información valiosa del mundo real para fundamentar decisiones. La gestión y el análisis de big data se ha convertido en una parte esencial de las finanzas modernas, el comercio minorista, el marketing, las ciencias sociales, el desarrollo y la investigación, la medicina y el gobierno. Este MOOC, diseñado por un equipo académico de Goldsmiths, University of London, te presentará rápidamente los conceptos básicos de la ciencia de datos para prepararte para los cursos de ciencia de datos intermedios y avanzados. Se centra en las habilidades básicas de matemáticas, estadística y programación que son necesarias para las tareas típicas de análisis de datos. Considerarás estos conceptos fundamentales en una tarea de agrupamiento de datos de ejemplo, y usarás este ejemplo para aprender las habilidades básicas de programación que son necesarias para dominar las técnicas de la ciencia de datos. Durante el curso, se te pedirá que realices una serie de ejercicios matemáticos y de programación y un pequeño proyecto de agrupamiento de datos para un conjunto de datos determinado."
"Principios de programación funcional en Scala","La programación funcional se está extendiendo cada vez más en la industria. Esta tendencia está impulsada por la adopción de Scala como el lenguaje de programación principal para muchas aplicaciones. Scala fusiona la programación funcional y orientada a objetos en un paquete práctico. Interopera sin problemas tanto con Java como con Javascript. Scala es el lenguaje de implementación de muchos marcos importantes, incluidos Apache Spark, Kafka y Akka. Proporciona la infraestructura central para sitios como Twitter, Tumblr y también Coursera. En este curso descubrirás los elementos del estilo de programación funcional y aprenderás a aplicarlos de manera útil en tus tareas de programación diarias. También desarrollarás una base sólida para razonar sobre programas funcionales, al abordar pruebas de invariantes y el seguimiento de la ejecución simbólicamente. El curso es práctico."
"Los Objetivos de Desarrollo Sostenible ÔøΩ Un objetivo global","https://www.coursera.org/learn/global-sustainable-development"
"Inversiones II: Lecciones y aplicaciones para inversores","En este curso, comenzarás por revisar los fundamentos de las inversiones, incluyendo la compensación entre el rendimiento y el riesgo al formar una cartera, los modelos de fijación de precios de activos como el Modelo de fijación de precios de activos de capital (CAPM) y el Modelo de tres factores, y la hipótesis del mercado eficiente. Se te presentarán los dos componentes de los rendimientos de las acciones (dividendos y ganancias de capital) y aprenderás cómo se grava cada uno de ellos y los incentivos que ofrece a los inversores un impuesto a las ganancias de capital basado en la realización. Analizarás las decisiones de inversión (y los sesgos conductuales) de los participantes en planes de pensiones de contribución definida (DC) como los planes 401(k) en los EE. UU. y aprenderás sobre la evidencia con respecto al desempeño de los inversores individuales en sus carteras de acciones. El curso concluye con un análisis de la evidencia con respecto al desempeño de los fondos mutuos de gestión activa. Aprenderás sobre las tarifas que cobran a los inversores los fondos mutuos y la evidencia con respecto a la relación entre las tarifas cobradas y el desempeño del fondo. También se presentarán los segmentos de las carteras de fondos mutuos que tienen más probabilidades de tener un rendimiento superior y ejemplos de estrategias diseñadas para ""obtener alfa"". Los alumnos pueden realizar este curso incluso si no han completado ""Inversiones I: Fundamentos de la evaluación del rendimiento"", ya que el primer módulo contiene una revisión de los fundamentos de la inversión y el análisis de regresión para que todos se pongan al día. Además, el curso contiene varias características innovadoras, incluidas presentaciones creativas fuera del estudio seguidas de breves ""Módulo en 60"" que destacan lo que se cubrirá en cada módulo, cuatro episodios de entrevistas ""Enfoque de la facultad"" con profesores líderes en finanzas y un resumen de cada módulo realizado con la ayuda de animaciones. Este curso es parte del iMBA ofrecido por la Universidad de Illinois, un MBA en línea flexible y totalmente acreditado a un precio increíblemente competitivo. Para obtener más información, consulte la página de Recursos de este curso y onlinemba.illinois.edu."
"Fundamentos de la diversidad y la inclusión en el trabajo TeachOut","El verano de 2020 ha puesto las cuestiones de equidad y raza en el primer plano de la sociedad. ¿Cómo creamos climas tolerantes y justos en el trabajo? Cambiar la cultura de una organización es un desafío incluso en las mejores circunstancias"
"Introducción al diseño de FPGA para sistemas integrados","Este curso también se puede tomar para obtener créditos académicos como ECEA 5360, parte del título de Maestría en Ciencias en Ingeniería Eléctrica de CU Boulder. La lógica programable se ha vuelto cada vez más común como una tecnología central utilizada para construir sistemas electrónicos. Al integrar procesadores de núcleo blando o núcleo duro, estos dispositivos se han convertido en sistemas completos en un chip, desplazando constantemente a los procesadores de propósito general y los ASIC. En particular, los sistemas de alto rendimiento ahora casi siempre se implementan con FPGA. Este curso le brindará las bases para el diseño de FPGA en sistemas integrados junto con habilidades prácticas de diseño. Aprenderá qué es un FPGA y cómo se desarrolló esta tecnología, cómo seleccionar la mejor arquitectura de FPGA para una aplicación determinada, cómo usar herramientas de software de última generación para el desarrollo de FPGA y resolver problemas críticos de diseño digital utilizando FPGA. Utilizará herramientas de desarrollo de FPGA para completar varios diseños de ejemplo, incluido un procesador personalizado. Si está pensando en una carrera en Diseño electrónico o es un ingeniero que busca un cambio de carrera, este es un gran curso para mejorar sus oportunidades profesionales. Requisitos de hardware: Debe tener acceso a los recursos informáticos para ejecutar las herramientas de desarrollo, una PC con Windows 7, 8 o 10 o un sistema operativo Linux reciente que debe ser RHEL 6.5 o CentOS Linux 6.5 o posterior. Cualquiera de los sistemas operativos Linux se puede ejecutar como una máquina virtual en Windows 8 o 10. Las herramientas no se ejecutan en computadoras Apple Mac. Cualquiera sea el sistema operativo, la computadora debe tener al menos 8 GB de RAM. La mayoría de las computadoras portátiles nuevas tendrán esto, o puede ser posible actualizar la memoria."
